Link1	Link2	MatchReal	MatchV1	MatchV3	Confidence
https://roamler-api.net/photos/4d40e1e7-8a33-4a84-a483-3be4c39b7ab9	https://roamler-api.net/photos/74e860f5-9d6b-4d17-b296-fd4ebd28034c	1	1	1	42
https://roamler-api.net/photos/74e860f5-9d6b-4d17-b296-fd4ebd28034c	https://roamler-api.net/photos/82e09a44-30ba-4d62-8044-a61585c02661	1	1	1	62
https://roamler-api.net/photos/82e09a44-30ba-4d62-8044-a61585c02661	https://roamler-api.net/photos/eb5c02cb-3d26-4877-bf4d-c84377d3cbe5	1	1	1	47
https://roamler-api.net/photos/1629c4b4-a113-451e-87a5-991166cc7a65	https://roamler-api.net/photos/53f07355-85f4-4807-b0b7-352d589f71a4	0	0	0	10
https://roamler-api.net/photos/53f07355-85f4-4807-b0b7-352d589f71a4	https://roamler-api.net/photos/ccf77747-933a-4529-ad1f-ba76a04d3e13	1	1	1	38
https://roamler-api.net/photos/ccf77747-933a-4529-ad1f-ba76a04d3e13	https://roamler-api.net/photos/7d6cc109-70c2-420a-aebf-0b6f6100425e	0	0	0	18
https://roamler-api.net/photos/7d6cc109-70c2-420a-aebf-0b6f6100425e	https://roamler-api.net/photos/b1f2f7bb-362f-42aa-a24d-c5ca5eccf195	0	0	0	20
https://roamler-api.net/photos/b1f2f7bb-362f-42aa-a24d-c5ca5eccf195	https://roamler-api.net/photos/00000000-0000-0000-0000-000000000000	0	0	ERROR	0
https://roamler-api.net/photos/9b0cf54a-be15-42c7-ba15-4f4ee2a90050	https://roamler-api.net/photos/cac40f8a-b532-4d1b-bc7d-85b118c303f3	1	1	1	50
https://roamler-api.net/photos/cac40f8a-b532-4d1b-bc7d-85b118c303f3	https://roamler-api.net/photos/0fe71fec-0884-4bf5-96df-0008c3a9ba9d	1	1	1	37
https://roamler-api.net/photos/0fe71fec-0884-4bf5-96df-0008c3a9ba9d	https://roamler-api.net/photos/e0900841-9d44-4d02-afc8-562a84dc7ef0	1	1	1	40
https://roamler-api.net/photos/d78082ea-c87d-46df-93a0-69464777c8d3	https://roamler-api.net/photos/4e58e2fb-b184-49ac-9827-5a7f8a12974d	1	0	0	29
https://roamler-api.net/photos/4e58e2fb-b184-49ac-9827-5a7f8a12974d	https://roamler-api.net/photos/c0dd1946-4eb1-4906-ac1f-6fe8d218ac36	1	1	1	46
https://roamler-api.net/photos/9d7c4938-1c58-4d7c-ae53-b05426b39693	https://roamler-api.net/photos/97b45d7c-cc5f-4df0-9e57-2aa6acd75b4a	1	1	1	41
https://roamler-api.net/photos/97b45d7c-cc5f-4df0-9e57-2aa6acd75b4a	https://roamler-api.net/photos/2783fc7a-726f-40bc-a70f-9a0ad3242384	1	1	1	38
https://roamler-api.net/photos/2783fc7a-726f-40bc-a70f-9a0ad3242384	https://roamler-api.net/photos/fd20d3a1-5fc8-48b8-8ada-094bd07818af	1	1	1	45
https://roamler-api.net/photos/fd20d3a1-5fc8-48b8-8ada-094bd07818af	https://roamler-api.net/photos/b8e2768f-834a-43ef-945d-47e9e5d1b431	1	1	1	32
https://roamler-api.net/photos/b8e2768f-834a-43ef-945d-47e9e5d1b431	https://roamler-api.net/photos/8bb0f535-8c5d-488a-9ff0-14cf65dd3f11	1	1	1	40
https://roamler-api.net/photos/8bb0f535-8c5d-488a-9ff0-14cf65dd3f11	https://roamler-api.net/photos/416949ac-ae67-4278-ad3f-cabaed1c9157	1	1	1	35
https://roamler-api.net/photos/d25ea37a-814d-4464-ba9b-23c194061ee7	https://roamler-api.net/photos/ab4dc57f-7cd2-4699-849b-5386be885bfd	1	0	0	16
https://roamler-api.net/photos/ab4dc57f-7cd2-4699-849b-5386be885bfd	https://roamler-api.net/photos/4ac5ba96-59d2-42e6-87ec-3d3c3020450a	1	0	0	24
https://roamler-api.net/photos/4ac5ba96-59d2-42e6-87ec-3d3c3020450a	https://roamler-api.net/photos/3f1c83cc-b6b4-4f9b-91ba-cc27ded61d68	1	0	0	21
https://roamler-api.net/photos/ae06456a-8bba-4411-9823-1e9f70302b9a	https://roamler-api.net/photos/79c4772f-500d-49da-943f-f1515ac2901d	1	1	1	40
https://roamler-api.net/photos/79c4772f-500d-49da-943f-f1515ac2901d	https://roamler-api.net/photos/4d73bd15-21a5-4f40-8695-c8b25f0abf71	1	1	1	56
https://roamler-api.net/photos/4d73bd15-21a5-4f40-8695-c8b25f0abf71	https://roamler-api.net/photos/03ae1cf4-f637-4afc-819d-6957b54d8aaf	1	1	1	59
https://roamler-api.net/photos/03ae1cf4-f637-4afc-819d-6957b54d8aaf	https://roamler-api.net/photos/c8025721-a187-4922-b3cb-0f1e01537745	1	0	0	14
https://roamler-api.net/photos/c8025721-a187-4922-b3cb-0f1e01537745	https://roamler-api.net/photos/05de7d49-410c-43cf-908d-3ab6666ce1ba	1	1	1	67
https://roamler-api.net/photos/05de7d49-410c-43cf-908d-3ab6666ce1ba	https://roamler-api.net/photos/00000000-0000-0000-0000-000000000000	0	0	ERROR	0
https://roamler-api.net/photos/d5484c60-b8e9-4f66-921b-87b2db8bb7de	https://roamler-api.net/photos/6e96543f-c70e-4132-a49f-922324d0ba34	1	1	1	47
https://roamler-api.net/photos/6e96543f-c70e-4132-a49f-922324d0ba34	https://roamler-api.net/photos/dcd1e584-69b5-4d7b-8e9f-c3e4b42da658	1	1	1	35
https://roamler-api.net/photos/dcd1e584-69b5-4d7b-8e9f-c3e4b42da658	https://roamler-api.net/photos/bb897f36-26a6-4e22-9c1a-abd85c6db177	1	0	0	23
https://roamler-api.net/photos/db1ff2d8-da59-4538-92ae-8a20d0e8c362	https://roamler-api.net/photos/695621fe-c6a6-4005-a76e-75dbc89afcde	1	1	1	49
https://roamler-api.net/photos/695621fe-c6a6-4005-a76e-75dbc89afcde	https://roamler-api.net/photos/ace0e86d-f905-4381-af84-545f9bb9ba03	1	1	1	53
https://roamler-api.net/photos/ace0e86d-f905-4381-af84-545f9bb9ba03	https://roamler-api.net/photos/8be125f8-c295-4459-9f47-63e9a22ee376	1	1	1	46
https://roamler-api.net/photos/e746bad4-5179-45a2-ad25-fa742877cd6c	https://roamler-api.net/photos/d0a388fb-d754-43e3-beac-270e35a6dc3c	1	1	1	51
https://roamler-api.net/photos/d0a388fb-d754-43e3-beac-270e35a6dc3c	https://roamler-api.net/photos/1912354c-2e8f-4631-b9b5-68dfc4b6e05e	1	1	1	35
https://roamler-api.net/photos/1912354c-2e8f-4631-b9b5-68dfc4b6e05e	https://roamler-api.net/photos/690edefb-f0b0-47ed-a0bf-a594185b8651	1	1	1	31
https://roamler-api.net/photos/690edefb-f0b0-47ed-a0bf-a594185b8651	https://roamler-api.net/photos/effb3302-48b3-4c90-8472-a9d97803dda7	1	1	1	40
https://roamler-api.net/photos/effb3302-48b3-4c90-8472-a9d97803dda7	https://roamler-api.net/photos/091529b3-dbd3-4272-aa87-9319b789713b	1	1	1	48
https://roamler-api.net/photos/9e6baa5c-f236-4f5c-a542-b63e06bdc3ba	https://roamler-api.net/photos/f3d653de-0696-41db-817e-af55badf5b50	1	1	1	53
https://roamler-api.net/photos/f3d653de-0696-41db-817e-af55badf5b50	https://roamler-api.net/photos/287ff16e-b1ed-4a96-ac5d-72e0d3ee58f7	1	0	0	21
https://roamler-api.net/photos/287ff16e-b1ed-4a96-ac5d-72e0d3ee58f7	https://roamler-api.net/photos/5560a08a-8791-4fba-8870-6fb7c7b4675b	1	1	1	39
https://roamler-api.net/photos/c28010ce-6e92-4cf8-8467-51b28897c207	https://roamler-api.net/photos/6f849cc2-9a8a-42c2-b3e2-40aff37a01f5	1	1	1	71
https://roamler-api.net/photos/6f849cc2-9a8a-42c2-b3e2-40aff37a01f5	https://roamler-api.net/photos/95f32b5e-9c70-4de1-a59c-3d26b8492dcc	1	1	1	61
https://roamler-api.net/photos/95f32b5e-9c70-4de1-a59c-3d26b8492dcc	https://roamler-api.net/photos/938aab1e-1e76-4383-897e-9621c5684032	0	0	0	8
https://roamler-api.net/photos/c0f0d73b-e6ee-40a9-83a6-4fef3e09f9f3	https://roamler-api.net/photos/c2f4b4ea-786b-4afb-aa77-f1bc106d66a8	1	1	1	40
https://roamler-api.net/photos/c2f4b4ea-786b-4afb-aa77-f1bc106d66a8	https://roamler-api.net/photos/c33b7d49-c3e0-43ec-8ea0-b2a7720ac111	0	0	0	21
https://roamler-api.net/photos/a102d78f-50f3-4e09-9ef2-c352bb9ed8c6	https://roamler-api.net/photos/0d0129e5-0e36-4114-8599-35fa9956f303	1	1	1	44
https://roamler-api.net/photos/d677adaa-9150-4a23-b26a-a1ec558654e9	https://roamler-api.net/photos/1fe91eef-797c-4b28-ae2a-19ea1ccf37d4	1	1	1	43
https://roamler-api.net/photos/1fe91eef-797c-4b28-ae2a-19ea1ccf37d4	https://roamler-api.net/photos/9e4980b8-9e85-4679-b85b-2bfc6ffb5582	1	1	1	48
https://roamler-api.net/photos/1705d27f-624e-4d33-ae32-841e79558769	https://roamler-api.net/photos/fc33d4d3-b40a-4461-8813-d953d0f453cc	1	1	1	34
https://roamler-api.net/photos/5b5154bd-1dfc-45d0-8d4b-509bc91a6e4c	https://roamler-api.net/photos/4a66a328-9eae-427f-aba7-1667457aebc7	1	1	1	40
https://roamler-api.net/photos/8e6530b1-f372-41b9-b9f1-c69182998043	https://roamler-api.net/photos/394b784a-d0b9-4136-a5df-f78197b0e0ab	1	0	0	19
https://roamler-api.net/photos/394b784a-d0b9-4136-a5df-f78197b0e0ab	https://roamler-api.net/photos/0592c930-d2bb-4401-b2d1-fd478fbae8b5	0	0	0	26
https://roamler-api.net/photos/0592c930-d2bb-4401-b2d1-fd478fbae8b5	https://roamler-api.net/photos/2c632298-b8f3-4b5e-ae0e-bf34e69fdb4f	1	0	0	21
https://roamler-api.net/photos/2c632298-b8f3-4b5e-ae0e-bf34e69fdb4f	https://roamler-api.net/photos/86645f86-1568-4971-86fc-375639e3ae3e	1	0	0	22
https://roamler-api.net/photos/ddefab79-09f0-4b27-a178-f87115527079	https://roamler-api.net/photos/c974babf-9469-44f3-aeaf-90ee79277336	1	1	1	49
https://roamler-api.net/photos/c974babf-9469-44f3-aeaf-90ee79277336	https://roamler-api.net/photos/7cc59be9-2628-4dc3-be1a-dd57085eac60	0	1	1	38
https://roamler-api.net/photos/dfcd969e-4200-4ef9-91ce-f66b2c0538b4	https://roamler-api.net/photos/1ccb5498-37e5-41e1-b3cd-33e8e3de79e3	1	1	1	44
https://roamler-api.net/photos/1ccb5498-37e5-41e1-b3cd-33e8e3de79e3	https://roamler-api.net/photos/1e1638eb-7fa1-48b0-9742-0a4e5d45b6db	1	1	1	54
https://roamler-api.net/photos/1e1638eb-7fa1-48b0-9742-0a4e5d45b6db	https://roamler-api.net/photos/6e4fe1da-65f7-4966-84c3-93c1016208fa	1	1	1	55
https://roamler-api.net/photos/1a2a2b4a-bdb5-47b3-90b5-ffad1374dd77	https://roamler-api.net/photos/e695dae5-5b4d-4aaa-afc9-d2c61758e299	1	1	1	53
https://roamler-api.net/photos/e695dae5-5b4d-4aaa-afc9-d2c61758e299	https://roamler-api.net/photos/119e6b79-15f3-4a61-b740-820196e14481	1	1	1	39
https://roamler-api.net/photos/119e6b79-15f3-4a61-b740-820196e14481	https://roamler-api.net/photos/2da87be9-262e-40da-94d0-3d1e8ac3e885	1	1	1	38
https://roamler-api.net/photos/2da87be9-262e-40da-94d0-3d1e8ac3e885	https://roamler-api.net/photos/e4b641c4-5820-4fd7-b718-6832f7d6c624	1	1	1	57
https://roamler-api.net/photos/e4b641c4-5820-4fd7-b718-6832f7d6c624	https://roamler-api.net/photos/2d0a45d5-d8ce-4efd-97bd-666a8e74cfa2	1	1	1	49
https://roamler-api.net/photos/2d0a45d5-d8ce-4efd-97bd-666a8e74cfa2	https://roamler-api.net/photos/ffa29eed-6552-4384-bb5c-fa7a071b77c4	1	1	1	46
https://roamler-api.net/photos/b1b4bdc1-f4f2-4249-b667-8c4599bb59cf	https://roamler-api.net/photos/6ad103c9-99fb-4f2f-a881-7d58040ab698	1	1	1	33
https://roamler-api.net/photos/6ad103c9-99fb-4f2f-a881-7d58040ab698	https://roamler-api.net/photos/3aab7fcc-e762-4514-a55f-d3cf58cbf79f	1	1	1	37
https://roamler-api.net/photos/3aab7fcc-e762-4514-a55f-d3cf58cbf79f	https://roamler-api.net/photos/31f95e13-ee4c-42bd-9f86-e9ea94e03542	1	1	1	36
https://roamler-api.net/photos/31f95e13-ee4c-42bd-9f86-e9ea94e03542	https://roamler-api.net/photos/8a4f12d3-6040-4ccd-8276-44dc730c4dc6	1	1	1	42
https://roamler-api.net/photos/ad1aa1c1-2e2d-4421-b9ae-75b99190432d	https://roamler-api.net/photos/cd2096cf-83b5-4062-8fba-ebfa03004463	1	1	1	32
https://roamler-api.net/photos/cd2096cf-83b5-4062-8fba-ebfa03004463	https://roamler-api.net/photos/892c3a86-bb21-4c55-9396-b84b5dee7d4b	1	1	1	58
https://roamler-api.net/photos/1637e041-3f1a-4a80-b9cc-58df5f7cc855	https://roamler-api.net/photos/25977d45-5715-47f1-b610-4b2e331be46b	0	0	0	27
https://roamler-api.net/photos/05b7f526-cda0-40a9-8bb8-03518066bda5	https://roamler-api.net/photos/2f584f03-a2f6-43fd-9e00-df4929ba61b9	1	1	1	51
https://roamler-api.net/photos/2f584f03-a2f6-43fd-9e00-df4929ba61b9	https://roamler-api.net/photos/3108587c-ed4e-4531-adbb-4ef69a20553f	1	1	1	46
https://roamler-api.net/photos/b29bb4a3-fb1e-4bbb-aac3-f37f7faf09e9	https://roamler-api.net/photos/997c8e91-93e0-4076-9877-4fc6b83df80a	1	1	1	54
https://roamler-api.net/photos/997c8e91-93e0-4076-9877-4fc6b83df80a	https://roamler-api.net/photos/f361b578-1f03-4c39-85a8-2f4b5104a465	1	1	1	58
https://roamler-api.net/photos/0e9697a8-a4f7-4fd3-a666-84fd27f48208	https://roamler-api.net/photos/d5ed0858-efd0-41f6-a748-159702c110ad	1	1	1	46
https://roamler-api.net/photos/504a3cc4-63ba-4b0c-8dfb-c1f0f0037dba	https://roamler-api.net/photos/301cde63-8615-4ee3-a8c8-e45c292b9780	1	0	0	14
https://roamler-api.net/photos/301cde63-8615-4ee3-a8c8-e45c292b9780	https://roamler-api.net/photos/c89d8b45-b348-4d9b-a293-2c8578ca629d	1	0	0	16
https://roamler-api.net/photos/c89d8b45-b348-4d9b-a293-2c8578ca629d	https://roamler-api.net/photos/97162454-52b7-46d2-9606-9e8029a046f1	1	1	1	37
https://roamler-api.net/photos/7b276d48-3937-4db0-b67b-92c518b7bb28	https://roamler-api.net/photos/7b4d3caa-363a-4d72-ad6f-f1c1dc0a4f10	1	1	1	57
https://roamler-api.net/photos/7b4d3caa-363a-4d72-ad6f-f1c1dc0a4f10	https://roamler-api.net/photos/53143ada-783c-42a6-ab69-3ffb2584577d	1	1	1	37
https://roamler-api.net/photos/53143ada-783c-42a6-ab69-3ffb2584577d	https://roamler-api.net/photos/4b80f5b6-a3e9-4f9d-8049-1cd21921de07	0	0	0	29
https://roamler-api.net/photos/a3a380d5-c45c-4170-ba7b-71c4ac2f4232	https://roamler-api.net/photos/eda3da36-42ef-4508-a9e6-6f793032f390	1	1	1	58
https://roamler-api.net/photos/eda3da36-42ef-4508-a9e6-6f793032f390	https://roamler-api.net/photos/d525efc6-9dfd-4073-92a5-978caf4eeed8	1	1	1	50
https://roamler-api.net/photos/d525efc6-9dfd-4073-92a5-978caf4eeed8	https://roamler-api.net/photos/fe55af05-fc9f-4322-85a6-700a38d1064c	1	1	1	68
https://roamler-api.net/photos/fe55af05-fc9f-4322-85a6-700a38d1064c	https://roamler-api.net/photos/5b391560-195e-406d-92c7-256cfdfd5cba	1	1	1	52
https://roamler-api.net/photos/df7637a6-734d-4f93-84f2-ec5c9bb1164a	https://roamler-api.net/photos/ab59b1c2-48c6-4125-a8ca-5f0de76358e6	1	1	1	48
https://roamler-api.net/photos/ab59b1c2-48c6-4125-a8ca-5f0de76358e6	https://roamler-api.net/photos/4d39a9fa-c461-42cd-b4e7-70a0c8741a27	1	1	1	47
https://roamler-api.net/photos/4d39a9fa-c461-42cd-b4e7-70a0c8741a27	https://roamler-api.net/photos/58ad31f0-c6ff-4b5d-8b74-4424d2ee439f	1	1	1	47
https://roamler-api.net/photos/58ad31f0-c6ff-4b5d-8b74-4424d2ee439f	https://roamler-api.net/photos/25086936-73ce-4acd-b073-a83800964564	1	1	1	50
https://roamler-api.net/photos/bae617f8-faa6-42cb-8203-72072ef2d03e	https://roamler-api.net/photos/dbce4408-6afc-453f-8d69-52a3aebf5d7e	1	1	1	35
https://roamler-api.net/photos/dbce4408-6afc-453f-8d69-52a3aebf5d7e	https://roamler-api.net/photos/543035d1-3115-4a46-b795-1170f695476c	1	1	1	48
https://roamler-api.net/photos/e2079dd3-bf82-483a-9303-c26220a5bd8f	https://roamler-api.net/photos/c5c24440-e649-4d79-b844-ba0cabf0b5d6	1	0	0	29
https://roamler-api.net/photos/c5c24440-e649-4d79-b844-ba0cabf0b5d6	https://roamler-api.net/photos/4429bf34-36cb-4644-945a-ca5e2d015d8d	1	1	1	36
https://roamler-api.net/photos/4429bf34-36cb-4644-945a-ca5e2d015d8d	https://roamler-api.net/photos/34a054fd-f214-4cb8-9355-e39861f017a7	1	1	1	48
https://roamler-api.net/photos/34a054fd-f214-4cb8-9355-e39861f017a7	https://roamler-api.net/photos/8199480d-d636-4334-8b12-33e905cf0c86	1	1	1	44
https://roamler-api.net/photos/8199480d-d636-4334-8b12-33e905cf0c86	https://roamler-api.net/photos/29811d9a-3dec-4471-865d-a85351087325	1	1	1	47
https://roamler-api.net/photos/29811d9a-3dec-4471-865d-a85351087325	https://roamler-api.net/photos/532a726c-38c2-4909-89ba-80494619a2ec	1	1	1	42
https://roamler-api.net/photos/bcf452bc-147c-40fe-ba6a-bd2d914ea99c	https://roamler-api.net/photos/02cd03d9-d31c-4530-bb2a-f645191555a3	0	0	0	19
https://roamler-api.net/photos/02cd03d9-d31c-4530-bb2a-f645191555a3	https://roamler-api.net/photos/6c680377-c07e-4cf9-b3b2-7a53905a024d	1	1	1	39
https://roamler-api.net/photos/6c680377-c07e-4cf9-b3b2-7a53905a024d	https://roamler-api.net/photos/8ce0a4b2-fd0a-4178-b95e-efb60e366fbd	0	0	0	22
https://roamler-api.net/photos/8ce0a4b2-fd0a-4178-b95e-efb60e366fbd	https://roamler-api.net/photos/78d053fb-e787-4f65-8429-017d6084937d	0	1	1	47
https://roamler-api.net/photos/3c776c9a-5ace-4204-b341-2a60cc27ecd5	https://roamler-api.net/photos/7708344c-f839-4fa2-95e3-e2e03477b574	1	1	1	44
https://roamler-api.net/photos/7708344c-f839-4fa2-95e3-e2e03477b574	https://roamler-api.net/photos/9fb74d1c-0c63-4e2f-bdad-91b98e5f3f65	1	0	0	22
https://roamler-api.net/photos/9fb74d1c-0c63-4e2f-bdad-91b98e5f3f65	https://roamler-api.net/photos/45d85d4e-bd6c-4b33-ae94-ce2f056d1077	1	1	1	57
https://roamler-api.net/photos/45d85d4e-bd6c-4b33-ae94-ce2f056d1077	https://roamler-api.net/photos/90b71909-b2ac-44d3-ac6d-34499dca73a4	1	1	1	43
https://roamler-api.net/photos/327513b4-760d-4430-9ec1-48737cc72cdd	https://roamler-api.net/photos/76e892cf-9cd0-4e49-bc26-8e653c12f25e	1	1	1	33
https://roamler-api.net/photos/76e892cf-9cd0-4e49-bc26-8e653c12f25e	https://roamler-api.net/photos/04de7f3d-4ff0-45a9-b6ae-7daaf01150f9	1	1	1	40
https://roamler-api.net/photos/04de7f3d-4ff0-45a9-b6ae-7daaf01150f9	https://roamler-api.net/photos/777f6bd3-1d60-4f36-b7e5-bea5426bfc06	1	1	1	46
https://roamler-api.net/photos/777f6bd3-1d60-4f36-b7e5-bea5426bfc06	https://roamler-api.net/photos/fce7fb00-8f72-4e8b-9d6d-b0abbc3e7847	1	1	1	32
https://roamler-api.net/photos/fce7fb00-8f72-4e8b-9d6d-b0abbc3e7847	https://roamler-api.net/photos/86e87c86-05d1-4c78-a693-0b75e7f9004e	1	1	1	38
https://roamler-api.net/photos/86e87c86-05d1-4c78-a693-0b75e7f9004e	https://roamler-api.net/photos/224ea790-8b9b-44d5-ba99-cf9d33383021	1	1	1	34
https://roamler-api.net/photos/185b6fad-0ad3-445a-8750-ead8c688fcc2	https://roamler-api.net/photos/ebbb0c9c-dfea-4d89-856e-4ee9c6f6cd18	1	1	1	42
https://roamler-api.net/photos/ebbb0c9c-dfea-4d89-856e-4ee9c6f6cd18	https://roamler-api.net/photos/aef69fac-5193-463d-bdc2-d30a4ad75b2e	1	0	0	28
https://roamler-api.net/photos/aef69fac-5193-463d-bdc2-d30a4ad75b2e	https://roamler-api.net/photos/125fa886-7a0d-451b-8a4f-4fa3047c37be	1	0	0	26
https://roamler-api.net/photos/282f2bac-7834-442a-92ea-8c8eace8f408	https://roamler-api.net/photos/051111eb-a977-4c43-a7cb-f7628b3ef483	1	1	1	36
https://roamler-api.net/photos/051111eb-a977-4c43-a7cb-f7628b3ef483	https://roamler-api.net/photos/81e8769a-8f3e-468c-b2c7-e506cb671249	1	0	0	28
https://roamler-api.net/photos/81e8769a-8f3e-468c-b2c7-e506cb671249	https://roamler-api.net/photos/95f2c75f-2650-4a3b-82a4-262a6d22e85c	1	0	0	29
https://roamler-api.net/photos/95f2c75f-2650-4a3b-82a4-262a6d22e85c	https://roamler-api.net/photos/1e5db0de-56d0-43ed-9a35-1dc1673e9a15	1	1	1	69
https://roamler-api.net/photos/1e5db0de-56d0-43ed-9a35-1dc1673e9a15	https://roamler-api.net/photos/103baf45-5c35-4f83-9544-d795ed3a18f5	1	1	1	61
https://roamler-api.net/photos/029870de-5291-475b-8e33-b2c42c7d3048	https://roamler-api.net/photos/e7f83bdc-5055-490e-bf9d-cac6c05eb5ca	1	1	1	56
https://roamler-api.net/photos/e7f83bdc-5055-490e-bf9d-cac6c05eb5ca	https://roamler-api.net/photos/d64de9e8-93d8-4da1-a2fb-6a4769b0f0ba	1	1	1	51
https://roamler-api.net/photos/5035670a-b44d-41c3-a117-83039c28e06d	https://roamler-api.net/photos/2a6bc71d-f8c8-44bc-b4b2-91a97dcbe39d	1	1	1	56
https://roamler-api.net/photos/2a6bc71d-f8c8-44bc-b4b2-91a97dcbe39d	https://roamler-api.net/photos/9d32e276-53cc-4f45-9193-b280d6f246fa	1	1	1	65
https://roamler-api.net/photos/9d32e276-53cc-4f45-9193-b280d6f246fa	https://roamler-api.net/photos/2ae78a9c-23a3-42c7-922e-5722951b2e8d	1	1	1	61
https://roamler-api.net/photos/e4f0cffc-c45e-462f-9237-e986f03c8297	https://roamler-api.net/photos/7e2dda1d-16e8-4e7c-a933-9e6b949b663b	1	1	1	53
https://roamler-api.net/photos/7e2dda1d-16e8-4e7c-a933-9e6b949b663b	https://roamler-api.net/photos/93ea1db3-1f84-48c1-b364-79409a4523c8	1	1	1	52
https://roamler-api.net/photos/93ea1db3-1f84-48c1-b364-79409a4523c8	https://roamler-api.net/photos/1bf8f03f-d250-4f8c-a005-b08187c4110d	1	1	1	44
https://roamler-api.net/photos/1bf8f03f-d250-4f8c-a005-b08187c4110d	https://roamler-api.net/photos/08a16e25-dec5-4101-876c-76c6349c8839	1	1	1	52
https://roamler-api.net/photos/08a16e25-dec5-4101-876c-76c6349c8839	https://roamler-api.net/photos/7f24c79f-5eb1-4684-9fcf-60d1db00f58d	1	1	1	53
https://roamler-api.net/photos/6e9972be-1394-4945-a458-9422199b7a44	https://roamler-api.net/photos/53a0b70a-f6a1-4688-88ed-a27663a93d53	1	1	1	40
https://roamler-api.net/photos/53a0b70a-f6a1-4688-88ed-a27663a93d53	https://roamler-api.net/photos/82509641-de59-452e-87df-ea7a0a59145d	0	1	1	32
https://roamler-api.net/photos/cba21759-e6d9-421a-a322-38dcc20ad0ff	https://roamler-api.net/photos/d0356e9f-8f81-48b3-b991-d407ddd2f83d	1	1	1	66
https://roamler-api.net/photos/d0356e9f-8f81-48b3-b991-d407ddd2f83d	https://roamler-api.net/photos/5469ed42-dd82-4dfa-916e-61070219d39f	1	1	1	68
https://roamler-api.net/photos/3b3343c1-440d-45e4-bb8f-807f36bd6ed8	https://roamler-api.net/photos/4200326d-59e1-4b6f-b548-9ce384f7681d	1	1	1	32
https://roamler-api.net/photos/4200326d-59e1-4b6f-b548-9ce384f7681d	https://roamler-api.net/photos/0b04a658-5b64-45f6-a944-eea3b8c28c6b	0	0	0	10
https://roamler-api.net/photos/39b051f9-f2fb-43d0-b6c8-67a6b17bcf42	https://roamler-api.net/photos/d7c5d2f3-9591-41fa-96fc-34903a5022b1	1	1	1	35
https://roamler-api.net/photos/6cbf9c3e-042b-4230-a4d0-6151e18d14dc	https://roamler-api.net/photos/708b7402-fdd1-4f84-98c0-20bbf1fd7830	1	1	1	35
https://roamler-api.net/photos/e75001c8-806e-4470-b015-cabce73538b5	https://roamler-api.net/photos/3bd7a087-e6ac-40ec-a803-0594054f1ab7	1	1	1	52
https://roamler-api.net/photos/3bd7a087-e6ac-40ec-a803-0594054f1ab7	https://roamler-api.net/photos/8642e900-8576-4e0c-ad17-b96e121f3733	1	1	1	37
https://roamler-api.net/photos/8642e900-8576-4e0c-ad17-b96e121f3733	https://roamler-api.net/photos/6d1f5dc1-fad5-4ffc-95e2-cabbc55a1cfe	1	0	0	30
https://roamler-api.net/photos/f110bbaa-0d66-42d5-bb7d-cbeb7c66cb31	https://roamler-api.net/photos/f2cb5004-7f5d-4784-b42b-5ea0bd230129	0	0	0	16
https://roamler-api.net/photos/f2cb5004-7f5d-4784-b42b-5ea0bd230129	https://roamler-api.net/photos/659f6c68-c87e-451c-aac0-ecef41d5cac5	1	1	1	36
https://roamler-api.net/photos/c91825b0-bdc6-4688-8c33-5a44a9524baa	https://roamler-api.net/photos/13bf42c3-b509-48b3-af38-2f94f30f73e3	1	1	1	41
https://roamler-api.net/photos/13bf42c3-b509-48b3-af38-2f94f30f73e3	https://roamler-api.net/photos/a0f5af33-72ff-4abf-ae11-0b7b39311824	1	1	1	39
https://roamler-api.net/photos/23dceb3a-88d9-427c-a4c6-28717e995279	https://roamler-api.net/photos/59ab28c8-cfa4-4965-911b-693324a7f9cc	1	1	1	33
https://roamler-api.net/photos/59ab28c8-cfa4-4965-911b-693324a7f9cc	https://roamler-api.net/photos/de5c454c-c9b5-408f-9acc-90625896e8fb	1	1	1	47
https://roamler-api.net/photos/87bfeb86-4d12-49dd-89d6-18d204e0f307	https://roamler-api.net/photos/eca0449f-1395-41cd-aa15-3024ce4fc033	1	1	1	52
https://roamler-api.net/photos/eca0449f-1395-41cd-aa15-3024ce4fc033	https://roamler-api.net/photos/d2903908-2618-4873-bc99-409810d3f706	1	1	1	62
https://roamler-api.net/photos/d2903908-2618-4873-bc99-409810d3f706	https://roamler-api.net/photos/d9790d61-0271-4989-ad6a-2ac641176bbb	1	1	1	64
https://roamler-api.net/photos/d9790d61-0271-4989-ad6a-2ac641176bbb	https://roamler-api.net/photos/0685e7f7-b372-4246-b567-0ec1683d3985	1	1	1	51
https://roamler-api.net/photos/0685e7f7-b372-4246-b567-0ec1683d3985	https://roamler-api.net/photos/2bf8735b-2852-444b-9d43-94f75a9ec60c	1	1	1	54
https://roamler-api.net/photos/a74df70e-4c80-4e60-9bc3-b6c3c5cd4fff	https://roamler-api.net/photos/486afe95-f569-4f3b-acdf-fe6d416db872	1	1	1	58
https://roamler-api.net/photos/486afe95-f569-4f3b-acdf-fe6d416db872	https://roamler-api.net/photos/c37d371f-08fd-40c3-87e0-29b7eb09935c	1	1	1	38
